Dataset_CIFAR-100,Dataset_COCO minivar,Dataset_ImageNet,Dataset_ImageNet 256x256,Dataset_MNIST,Dataset_SVHN,Task_Image Generation,Task_Object Detection,accuracy_norm,difficulty
False,False,True,False,False,False,False,False,0.7164179104477613,0.7801000883132175
False,False,True,False,False,False,False,False,0.7164179104477613,0.7801000883132175
False,False,True,False,False,False,False,False,0.7164179104477613,0.7801000883132175
False,False,True,False,False,False,False,False,0.7164179104477613,0.7801000883132175
False,False,True,False,False,False,False,False,0.7134328358208953,0.7801000883132175
False,False,True,False,False,False,False,False,0.7134328358208953,0.7801000883132175
False,False,True,False,False,False,False,False,0.7134328358208953,0.7801000883132175
False,False,True,False,False,False,False,False,0.7134328358208953,0.7801000883132175
False,False,True,False,False,False,False,False,0.7134328358208953,0.7801000883132175
False,False,True,False,False,False,False,False,0.7134328358208953,0.7801000883132175
False,False,True,False,False,False,False,False,0.7134328358208953,0.7801000883132175
False,False,True,False,False,False,False,False,0.7134328358208953,0.7801000883132175
False,False,True,False,False,False,False,False,0.7134328358208953,0.7801000883132175
False,False,True,False,False,False,False,False,0.7134328358208953,0.7801000883132175
False,False,True,False,False,False,False,False,0.7107462686567161,0.7801000883132175
False,False,True,False,False,False,False,False,0.7104477611940299,0.7801000883132175
False,False,True,False,False,False,False,False,0.7104477611940299,0.7801000883132175
False,False,True,False,False,False,False,False,0.7104477611940299,0.7801000883132175
False,False,True,False,False,False,False,False,0.7104477611940299,0.7801000883132175
False,False,True,False,False,False,False,False,0.7104477611940299,0.7801000883132175
False,False,True,False,False,False,False,False,0.7104477611940299,0.7801000883132175
False,False,True,False,False,False,False,False,0.7104477611940299,0.7801000883132175
False,False,True,False,False,False,False,False,0.7104477611940299,0.7801000883132175
False,False,True,False,False,False,False,False,0.7104477611940299,0.7801000883132175
False,False,True,False,False,False,False,False,0.7074626865671639,0.7801000883132175
False,False,True,False,False,False,False,False,0.7074626865671639,0.7801000883132175
False,False,True,False,False,False,False,False,0.7074626865671639,0.7801000883132175
False,False,True,False,False,False,False,False,0.7074626865671639,0.7801000883132175
False,False,True,False,False,False,False,False,0.7074626865671639,0.7801000883132175
False,False,True,False,False,False,False,False,0.7074626865671639,0.7801000883132175
False,False,True,False,False,False,False,False,0.7074626865671639,0.7801000883132175
False,False,True,False,False,False,False,False,0.7056716417910448,0.7801000883132175
False,False,True,False,False,False,False,False,0.7044776119402985,0.7801000883132175
False,False,True,False,False,False,False,False,0.7044776119402985,0.7801000883132175
False,False,True,False,False,False,False,False,0.7044776119402985,0.7801000883132175
False,False,True,False,False,False,False,False,0.7044776119402985,0.7801000883132175
False,False,True,False,False,False,False,False,0.7044776119402985,0.7801000883132175
False,False,True,False,False,False,False,False,0.7044776119402985,0.7801000883132175
False,False,True,False,False,False,False,False,0.7044776119402985,0.7801000883132175
False,False,True,False,False,False,False,False,0.703283582089552,0.7801000883132175
False,False,True,False,False,False,False,False,0.7014925373134329,0.7801000883132175
False,False,True,False,False,False,False,False,0.7014925373134329,0.7801000883132175
False,False,True,False,False,False,False,False,0.7014925373134329,0.7801000883132175
False,False,True,False,False,False,False,False,0.7014925373134329,0.7801000883132175
False,False,True,False,False,False,False,False,0.7014925373134329,0.7801000883132175
False,False,True,False,False,False,False,False,0.7014925373134329,0.7801000883132175
False,False,True,False,False,False,False,False,0.7005970149253732,0.7801000883132175
False,False,True,False,False,False,False,False,0.6999999999999997,0.7801000883132175
False,False,True,False,False,False,False,False,0.6985074626865669,0.7801000883132175
False,False,True,False,False,False,False,False,0.6985074626865669,0.7801000883132175
False,False,True,False,False,False,False,False,0.6985074626865669,0.7801000883132175
False,False,True,False,False,False,False,False,0.6985074626865669,0.7801000883132175
False,False,True,False,False,False,False,False,0.6985074626865669,0.7801000883132175
False,False,True,False,False,False,False,False,0.6985074626865669,0.7801000883132175
False,False,True,False,False,False,False,False,0.6982089552238807,0.7801000883132175
False,False,True,False,False,False,False,False,0.6961194029850745,0.7801000883132175
False,False,True,False,False,False,False,False,0.6955223880597015,0.7801000883132175
False,False,True,False,False,False,False,False,0.6955223880597015,0.7801000883132175
False,False,True,False,False,False,False,False,0.6955223880597015,0.7801000883132175
False,False,True,False,False,False,False,False,0.6955223880597015,0.7801000883132175
False,False,True,False,False,False,False,False,0.6955223880597015,0.7801000883132175
False,False,True,False,False,False,False,False,0.6955223880597015,0.7801000883132175
False,False,True,False,False,False,False,False,0.6955223880597015,0.7801000883132175
False,False,True,False,False,False,False,False,0.6955223880597015,0.7801000883132175
False,False,True,False,False,False,False,False,0.6955223880597015,0.7801000883132175
False,False,True,False,False,False,False,False,0.6955223880597015,0.7801000883132175
False,False,True,False,False,False,False,False,0.6955223880597015,0.7801000883132175
False,False,True,False,False,False,False,False,0.6955223880597015,0.7801000883132175
False,False,True,False,False,False,False,False,0.694328358208955,0.7801000883132175
False,False,True,False,False,False,False,False,0.6928358208955223,0.7801000883132175
False,False,True,False,False,False,False,False,0.6925373134328355,0.7801000883132175
False,False,True,False,False,False,False,False,0.6925373134328355,0.7801000883132175
False,False,True,False,False,False,False,False,0.68955223880597,0.7801000883132175
False,False,True,False,False,False,False,False,0.68955223880597,0.7801000883132175
False,False,True,False,False,False,False,False,0.68955223880597,0.7801000883132175
False,False,True,False,False,False,False,False,0.68955223880597,0.7801000883132175
False,False,True,False,False,False,False,False,0.68955223880597,0.7801000883132175
False,False,True,False,False,False,False,False,0.68955223880597,0.7801000883132175
False,False,True,False,False,False,False,False,0.68955223880597,0.7801000883132175
False,False,True,False,False,False,False,False,0.68955223880597,0.7801000883132175
False,False,True,False,False,False,False,False,0.68955223880597,0.7801000883132175
False,False,True,False,False,False,False,False,0.68955223880597,0.7801000883132175
False,False,True,False,False,False,False,False,0.6883582089552236,0.7801000883132175
False,False,True,False,False,False,False,False,0.6865671641791046,0.7801000883132175
False,False,True,False,False,False,False,False,0.6865671641791046,0.7801000883132175
False,False,True,False,False,False,False,False,0.6865671641791046,0.7801000883132175
False,False,True,False,False,False,False,False,0.6865671641791046,0.7801000883132175
False,False,True,False,False,False,False,False,0.6865671641791046,0.7801000883132175
False,False,True,False,False,False,False,False,0.6865671641791046,0.7801000883132175
False,False,True,False,False,False,False,False,0.6865671641791046,0.7801000883132175
False,False,True,False,False,False,False,False,0.6862686567164178,0.7801000883132175
False,False,True,False,False,False,False,False,0.6856716417910448,0.7801000883132175
False,False,True,False,False,False,False,False,0.6835820895522386,0.7801000883132175
False,False,True,False,False,False,False,False,0.6835820895522386,0.7801000883132175
False,False,True,False,False,False,False,False,0.6835820895522386,0.7801000883132175
False,False,True,False,False,False,False,False,0.6835820895522386,0.7801000883132175
False,False,True,False,False,False,False,False,0.6835820895522386,0.7801000883132175
False,False,True,False,False,False,False,False,0.6835820895522386,0.7801000883132175
False,False,True,False,False,False,False,False,0.6811940298507462,0.7801000883132175
False,False,True,False,False,False,False,False,0.6808955223880594,0.7801000883132175
False,False,True,False,False,False,False,False,0.6805970149253732,0.7801000883132175
False,False,True,False,False,False,False,False,0.6805970149253732,0.7801000883132175
False,False,True,False,False,False,False,False,0.6805970149253732,0.7801000883132175
False,False,True,False,False,False,False,False,0.6805970149253732,0.7801000883132175
False,False,True,False,False,False,False,False,0.6805970149253732,0.7801000883132175
False,False,True,False,False,False,False,False,0.6776119402985072,0.7801000883132175
False,False,True,False,False,False,False,False,0.6776119402985072,0.7801000883132175
False,False,True,False,False,False,False,False,0.6776119402985072,0.7801000883132175
False,False,True,False,False,False,False,False,0.6776119402985072,0.7801000883132175
False,False,True,False,False,False,False,False,0.6776119402985072,0.7801000883132175
False,False,True,False,False,False,False,False,0.6776119402985072,0.7801000883132175
False,False,True,False,False,False,False,False,0.6776119402985072,0.7801000883132175
False,False,True,False,False,False,False,False,0.6776119402985072,0.7801000883132175
False,False,True,False,False,False,False,False,0.6746268656716417,0.7801000883132175
False,False,True,False,False,False,False,False,0.6746268656716417,0.7801000883132175
False,False,True,False,False,False,False,False,0.6746268656716417,0.7801000883132175
False,False,True,False,False,False,False,False,0.6746268656716417,0.7801000883132175
False,False,True,False,False,False,False,False,0.6746268656716417,0.7801000883132175
False,False,True,False,False,False,False,False,0.6746268656716417,0.7801000883132175
False,False,True,False,False,False,False,False,0.6746268656716417,0.7801000883132175
False,False,True,False,False,False,False,False,0.6746268656716417,0.7801000883132175
False,False,True,False,False,False,False,False,0.6746268656716417,0.7801000883132175
False,False,True,False,False,False,False,False,0.674328358208955,0.7801000883132175
False,False,True,False,False,False,False,False,0.6716417910447762,0.7801000883132175
False,False,True,False,False,False,False,False,0.6716417910447762,0.7801000883132175
False,False,True,False,False,False,False,False,0.6716417910447762,0.7801000883132175
False,False,True,False,False,False,False,False,0.6716417910447762,0.7801000883132175
False,False,True,False,False,False,False,False,0.6716417910447762,0.7801000883132175
False,False,True,False,False,False,False,False,0.6698507462686567,0.7801000883132175
False,False,True,False,False,False,False,False,0.66955223880597,0.7801000883132175
False,False,True,False,False,False,False,False,0.6692537313432833,0.7801000883132175
False,False,True,False,False,False,False,False,0.6686567164179102,0.7801000883132175
False,False,True,False,False,False,False,False,0.6686567164179102,0.7801000883132175
False,False,True,False,False,False,False,False,0.6686567164179102,0.7801000883132175
False,False,True,False,False,False,False,False,0.6686567164179102,0.7801000883132175
False,False,True,False,False,False,False,False,0.6668656716417908,0.7801000883132175
False,False,True,False,False,False,False,False,0.6665671641791044,0.7801000883132175
False,False,True,False,False,False,False,False,0.6656716417910448,0.7801000883132175
False,False,True,False,False,False,False,False,0.664179104477612,0.7801000883132175
False,False,True,False,False,False,False,False,0.6635820895522385,0.7801000883132175
False,False,True,False,False,False,False,False,0.6626865671641788,0.7801000883132175
False,False,True,False,False,False,False,False,0.6626865671641788,0.7801000883132175
False,False,True,False,False,False,False,False,0.6626865671641788,0.7801000883132175
False,False,True,False,False,False,False,False,0.6626865671641788,0.7801000883132175
False,False,True,False,False,False,False,False,0.6626865671641788,0.7801000883132175
False,False,True,False,False,False,False,False,0.6623880597014925,0.7801000883132175
False,False,True,False,False,False,False,False,0.6620895522388058,0.7801000883132175
False,False,True,False,False,False,False,False,0.6597014925373134,0.7801000883132175
False,False,True,False,False,False,False,False,0.6591044776119404,0.7801000883132175
False,False,True,False,False,False,False,False,0.6567164179104479,0.7801000883132175
False,False,True,False,False,False,False,False,0.6567164179104479,0.7801000883132175
False,False,True,False,False,False,False,False,0.6567164179104479,0.7801000883132175
False,False,True,False,False,False,False,False,0.6567164179104479,0.7801000883132175
False,False,True,False,False,False,False,False,0.653731343283582,0.7801000883132175
False,False,True,False,False,False,False,False,0.653731343283582,0.7801000883132175
False,False,True,False,False,False,False,False,0.653731343283582,0.7801000883132175
False,False,True,False,False,False,False,False,0.653731343283582,0.7801000883132175
False,False,True,False,False,False,False,False,0.653731343283582,0.7801000883132175
False,False,True,False,False,False,False,False,0.6507462686567164,0.7801000883132175
False,False,True,False,False,False,False,False,0.6507462686567164,0.7801000883132175
False,False,True,False,False,False,False,False,0.6498507462686567,0.7801000883132175
False,False,True,False,False,False,False,False,0.6495522388059699,0.7801000883132175
False,False,True,False,False,False,False,False,0.6489552238805969,0.7801000883132175
False,False,True,False,False,False,False,False,0.6489552238805969,0.7801000883132175
False,False,True,False,False,False,False,False,0.6477611940298504,0.7801000883132175
False,False,True,False,False,False,False,False,0.6477611940298504,0.7801000883132175
False,False,True,False,False,False,False,False,0.6456716417910447,0.7801000883132175
False,False,True,False,False,False,False,False,0.644776119402985,0.7801000883132175
False,False,True,False,False,False,False,False,0.644776119402985,0.7801000883132175
False,False,True,False,False,False,False,False,0.644776119402985,0.7801000883132175
False,False,True,False,False,False,False,False,0.644776119402985,0.7801000883132175
False,False,True,False,False,False,False,False,0.644776119402985,0.7801000883132175
False,False,True,False,False,False,False,False,0.6426865671641793,0.7801000883132175
False,False,True,False,False,False,False,False,0.6417910447761195,0.7801000883132175
False,False,True,False,False,False,False,False,0.6394029850746266,0.7801000883132175
False,False,True,False,False,False,False,False,0.6388059701492536,0.7801000883132175
False,False,True,False,False,False,False,False,0.6388059701492536,0.7801000883132175
False,False,True,False,False,False,False,False,0.6388059701492536,0.7801000883132175
False,False,True,False,False,False,False,False,0.6382089552238805,0.7801000883132175
False,False,True,False,False,False,False,False,0.6364179104477611,0.7801000883132175
False,False,True,False,False,False,False,False,0.6358208955223881,0.7801000883132175
False,False,True,False,False,False,False,False,0.6358208955223881,0.7801000883132175
False,False,True,False,False,False,False,False,0.6358208955223881,0.7801000883132175
False,False,True,False,False,False,False,False,0.6328358208955221,0.7801000883132175
False,False,True,False,False,False,False,False,0.6328358208955221,0.7801000883132175
False,False,True,False,False,False,False,False,0.6328358208955221,0.7801000883132175
False,False,True,False,False,False,False,False,0.6325373134328358,0.7801000883132175
False,False,True,False,False,False,False,False,0.6298507462686567,0.7801000883132175
False,False,True,False,False,False,False,False,0.6298507462686567,0.7801000883132175
False,False,True,False,False,False,False,False,0.6298507462686567,0.7801000883132175
False,False,True,False,False,False,False,False,0.6298507462686567,0.7801000883132175
False,False,True,False,False,False,False,False,0.6298507462686567,0.7801000883132175
False,False,True,False,False,False,False,False,0.6298507462686567,0.7801000883132175
False,False,True,False,False,False,False,False,0.6298507462686567,0.7801000883132175
False,False,True,False,False,False,False,False,0.6268656716417911,0.7801000883132175
False,False,True,False,False,False,False,False,0.6268656716417911,0.7801000883132175
False,False,True,False,False,False,False,False,0.6268656716417911,0.7801000883132175
False,False,True,False,False,False,False,False,0.6256716417910446,0.7801000883132175
False,False,True,False,False,False,False,False,0.6241791044776119,0.7801000883132175
False,False,True,False,False,False,False,False,0.6238805970149252,0.7801000883132175
False,False,True,False,False,False,False,False,0.6238805970149252,0.7801000883132175
False,False,True,False,False,False,False,False,0.6238805970149252,0.7801000883132175
False,False,True,False,False,False,False,False,0.6238805970149252,0.7801000883132175
False,False,True,False,False,False,False,False,0.6238805970149252,0.7801000883132175
False,False,True,False,False,False,False,False,0.6238805970149252,0.7801000883132175
False,False,True,False,False,False,False,False,0.6238805970149252,0.7801000883132175
False,False,True,False,False,False,False,False,0.6220895522388057,0.7801000883132175
False,False,True,False,False,False,False,False,0.6208955223880597,0.7801000883132175
False,False,True,False,False,False,False,False,0.6208955223880597,0.7801000883132175
False,False,True,False,False,False,False,False,0.6179104477611937,0.7801000883132175
False,False,True,False,False,False,False,False,0.6179104477611937,0.7801000883132175
False,False,True,False,False,False,False,False,0.6179104477611937,0.7801000883132175
False,False,True,False,False,False,False,False,0.6149253731343283,0.7801000883132175
False,False,True,False,False,False,False,False,0.6149253731343283,0.7801000883132175
False,False,True,False,False,False,False,False,0.6146268656716416,0.7801000883132175
False,False,True,False,False,False,False,False,0.612238805970149,0.7801000883132175
False,False,True,False,False,False,False,False,0.6119402985074628,0.7801000883132175
False,False,True,False,False,False,False,False,0.6119402985074628,0.7801000883132175
False,False,True,False,False,False,False,False,0.6119402985074628,0.7801000883132175
False,False,True,False,False,False,False,False,0.6119402985074628,0.7801000883132175
False,False,True,False,False,False,False,False,0.6119402985074628,0.7801000883132175
False,False,True,False,False,False,False,False,0.6119402985074628,0.7801000883132175
False,False,True,False,False,False,False,False,0.6119402985074628,0.7801000883132175
False,False,True,False,False,False,False,False,0.6119402985074628,0.7801000883132175
False,False,True,False,False,False,False,False,0.6119402985074628,0.7801000883132175
False,False,True,False,False,False,False,False,0.6113432835820893,0.7801000883132175
False,False,True,False,False,False,False,False,0.6098507462686565,0.7801000883132175
False,False,True,False,False,False,False,False,0.6089552238805969,0.7801000883132175
False,False,True,False,False,False,False,False,0.6089552238805969,0.7801000883132175
False,False,True,False,False,False,False,False,0.6074626865671641,0.7801000883132175
False,False,True,False,False,False,False,False,0.6071641791044774,0.7801000883132175
False,False,True,False,False,False,False,False,0.6059701492537314,0.7801000883132175
False,False,True,False,False,False,False,False,0.6059701492537314,0.7801000883132175
False,False,True,False,False,False,False,False,0.6035820895522389,0.7801000883132175
False,False,True,False,False,False,False,False,0.6029850746268655,0.7801000883132175
False,False,True,False,False,False,False,False,0.6029850746268655,0.7801000883132175
False,False,True,False,False,False,False,False,0.6029850746268655,0.7801000883132175
False,False,True,False,False,False,False,False,0.6029850746268655,0.7801000883132175
False,False,True,False,False,False,False,False,0.6029850746268655,0.7801000883132175
False,False,True,False,False,False,False,False,0.6029850746268655,0.7801000883132175
False,False,True,False,False,False,False,False,0.6029850746268655,0.7801000883132175
False,False,True,False,False,False,False,False,0.6029850746268655,0.7801000883132175
False,False,True,False,False,False,False,False,0.6029850746268655,0.7801000883132175
False,False,True,False,False,False,False,False,0.6011940298507463,0.7801000883132175
False,False,True,False,False,False,False,False,0.6008955223880597,0.7801000883132175
False,False,True,False,False,False,False,False,0.6008955223880597,0.7801000883132175
False,False,True,False,False,False,False,False,0.6008955223880597,0.7801000883132175
False,False,True,False,False,False,False,False,0.5999999999999999,0.7801000883132175
False,False,True,False,False,False,False,False,0.5999999999999999,0.7801000883132175
False,False,True,False,False,False,False,False,0.5999999999999999,0.7801000883132175
False,False,True,False,False,False,False,False,0.5999999999999999,0.7801000883132175
False,False,True,False,False,False,False,False,0.5999999999999999,0.7801000883132175
False,False,True,False,False,False,False,False,0.5982089552238804,0.7801000883132175
False,False,True,False,False,False,False,False,0.5976119402985074,0.7801000883132175
False,False,True,False,False,False,False,False,0.5970149253731344,0.7801000883132175
False,False,True,False,False,False,False,False,0.5970149253731344,0.7801000883132175
False,False,True,False,False,False,False,False,0.5940298507462685,0.7801000883132175
False,False,True,False,False,False,False,False,0.5940298507462685,0.7801000883132175
False,False,True,False,False,False,False,False,0.5940298507462685,0.7801000883132175
False,False,True,False,False,False,False,False,0.5940298507462685,0.7801000883132175
False,False,True,False,False,False,False,False,0.5940298507462685,0.7801000883132175
False,False,True,False,False,False,False,False,0.5939701492537313,0.7801000883132175
False,False,True,False,False,False,False,False,0.5934328358208955,0.7801000883132175
False,False,True,False,False,False,False,False,0.5928358208955224,0.7801000883132175
False,False,True,False,False,False,False,False,0.591044776119403,0.7801000883132175
False,False,True,False,False,False,False,False,0.591044776119403,0.7801000883132175
False,False,True,False,False,False,False,False,0.591044776119403,0.7801000883132175
False,False,True,False,False,False,False,False,0.5895522388059702,0.7801000883132175
False,False,True,False,False,False,False,False,0.5892537313432835,0.7801000883132175
False,False,True,False,False,False,False,False,0.5889552238805968,0.7801000883132175
False,False,True,False,False,False,False,False,0.5880597014925371,0.7801000883132175
False,False,True,False,False,False,False,False,0.5880597014925371,0.7801000883132175
False,False,True,False,False,False,False,False,0.5880597014925371,0.7801000883132175
False,False,True,False,False,False,False,False,0.5880597014925371,0.7801000883132175
False,False,True,False,False,False,False,False,0.5880597014925371,0.7801000883132175
False,False,True,False,False,False,False,False,0.5877611940298507,0.7801000883132175
False,False,True,False,False,False,False,False,0.5871641791044774,0.7801000883132175
False,False,True,False,False,False,False,False,0.5850746268656716,0.7801000883132175
False,False,True,False,False,False,False,False,0.5850746268656716,0.7801000883132175
False,False,True,False,False,False,False,False,0.5850746268656716,0.7801000883132175
False,False,True,False,False,False,False,False,0.5850746268656716,0.7801000883132175
False,False,True,False,False,False,False,False,0.5844776119402986,0.7801000883132175
False,False,True,False,False,False,False,False,0.5841791044776118,0.7801000883132175
False,False,True,False,False,False,False,False,0.5832835820895521,0.7801000883132175
False,False,True,False,False,False,False,False,0.5826865671641791,0.7801000883132175
False,False,True,False,False,False,False,False,0.5820895522388061,0.7801000883132175
False,False,True,False,False,False,False,False,0.5820895522388061,0.7801000883132175
False,False,True,False,False,False,False,False,0.5820895522388061,0.7801000883132175
False,False,True,False,False,False,False,False,0.5820895522388061,0.7801000883132175
False,False,True,False,False,False,False,False,0.5802985074626866,0.7801000883132175
False,False,True,False,False,False,False,False,0.5791044776119402,0.7801000883132175
False,False,True,False,False,False,False,False,0.5776119402985074,0.7801000883132175
False,False,True,False,False,False,False,False,0.5761194029850746,0.7801000883132175
False,False,True,False,False,False,False,False,0.5761194029850746,0.7801000883132175
False,False,True,False,False,False,False,False,0.5761194029850746,0.7801000883132175
False,False,True,False,False,False,False,False,0.5746268656716419,0.7801000883132175
False,False,True,False,False,False,False,False,0.5731343283582087,0.7801000883132175
False,False,True,False,False,False,False,False,0.5731343283582087,0.7801000883132175
False,False,True,False,False,False,False,False,0.5701492537313432,0.7801000883132175
False,False,True,False,False,False,False,False,0.5701492537313432,0.7801000883132175
False,False,True,False,False,False,False,False,0.5701492537313432,0.7801000883132175
False,False,True,False,False,False,False,False,0.5701492537313432,0.7801000883132175
False,False,True,False,False,False,False,False,0.5671641791044777,0.7801000883132175
False,False,True,False,False,False,False,False,0.5671641791044777,0.7801000883132175
False,False,True,False,False,False,False,False,0.5656716417910446,0.7801000883132175
False,False,True,False,False,False,False,False,0.5641791044776118,0.7801000883132175
False,False,True,False,False,False,False,False,0.5641791044776118,0.7801000883132175
False,False,True,False,False,False,False,False,0.5641791044776118,0.7801000883132175
False,False,True,False,False,False,False,False,0.5611940298507463,0.7801000883132175
False,False,True,False,False,False,False,False,0.5582089552238804,0.7801000883132175
False,False,True,False,False,False,False,False,0.5582089552238804,0.7801000883132175
False,False,True,False,False,False,False,False,0.5582089552238804,0.7801000883132175
False,False,True,False,False,False,False,False,0.5577313432835821,0.7801000883132175
False,False,True,False,False,False,False,False,0.5564179104477613,0.7801000883132175
False,False,True,False,False,False,False,False,0.5552238805970149,0.7801000883132175
False,False,True,False,False,False,False,False,0.5552238805970149,0.7801000883132175
False,False,True,False,False,False,False,False,0.5546268656716419,0.7801000883132175
False,False,True,False,False,False,False,False,0.5528358208955224,0.7801000883132175
False,False,True,False,False,False,False,False,0.5522388059701493,0.7801000883132175
False,False,True,False,False,False,False,False,0.5522388059701493,0.7801000883132175
False,False,True,False,False,False,False,False,0.5519402985074626,0.7801000883132175
False,False,True,False,False,False,False,False,0.5462686567164179,0.7801000883132175
False,False,True,False,False,False,False,False,0.5462686567164179,0.7801000883132175
False,False,True,False,False,False,False,False,0.5462686567164179,0.7801000883132175
False,False,True,False,False,False,False,False,0.5453731343283582,0.7801000883132175
False,False,True,False,False,False,False,False,0.5450746268656714,0.7801000883132175
False,False,True,False,False,False,False,False,0.5438805970149254,0.7801000883132175
False,False,True,False,False,False,False,False,0.543283582089552,0.7801000883132175
False,False,True,False,False,False,False,False,0.543283582089552,0.7801000883132175
False,False,True,False,False,False,False,False,0.543283582089552,0.7801000883132175
False,False,True,False,False,False,False,False,0.5402985074626865,0.7801000883132175
False,False,True,False,False,False,False,False,0.5402985074626865,0.7801000883132175
False,False,True,False,False,False,False,False,0.5402985074626865,0.7801000883132175
False,False,True,False,False,False,False,False,0.5402985074626865,0.7801000883132175
False,False,True,False,False,False,False,False,0.537313432835821,0.7801000883132175
False,False,True,False,False,False,False,False,0.5346268656716417,0.7801000883132175
False,False,True,False,False,False,False,False,0.5343283582089551,0.7801000883132175
False,False,True,False,False,False,False,False,0.5343283582089551,0.7801000883132175
False,False,True,False,False,False,False,False,0.5343283582089551,0.7801000883132175
False,False,True,False,False,False,False,False,0.5313432835820896,0.7801000883132175
False,False,True,False,False,False,False,False,0.5313432835820896,0.7801000883132175
False,False,True,False,False,False,False,False,0.5313432835820896,0.7801000883132175
False,False,True,False,False,False,False,False,0.5313432835820896,0.7801000883132175
False,False,True,False,False,False,False,False,0.5313432835820896,0.7801000883132175
False,False,True,False,False,False,False,False,0.5313432835820896,0.7801000883132175
False,False,True,False,False,False,False,False,0.5295522388059701,0.7801000883132175
False,False,True,False,False,False,False,False,0.5283582089552237,0.7801000883132175
False,False,True,False,False,False,False,False,0.5283582089552237,0.7801000883132175
False,False,True,False,False,False,False,False,0.5268656716417909,0.7801000883132175
False,False,True,False,False,False,False,False,0.5235820895522386,0.7801000883132175
False,False,True,False,False,False,False,False,0.5223880597014926,0.7801000883132175
False,False,True,False,False,False,False,False,0.5223880597014926,0.7801000883132175
False,False,True,False,False,False,False,False,0.5208955223880595,0.7801000883132175
False,False,True,False,False,False,False,False,0.5194029850746267,0.7801000883132175
False,False,True,False,False,False,False,False,0.5194029850746267,0.7801000883132175
False,False,True,False,False,False,False,False,0.5194029850746267,0.7801000883132175
False,False,True,False,False,False,False,False,0.5194029850746267,0.7801000883132175
False,False,True,False,False,False,False,False,0.5164179104477612,0.7801000883132175
False,False,True,False,False,False,False,False,0.5164179104477612,0.7801000883132175
False,False,True,False,False,False,False,False,0.5164179104477612,0.7801000883132175
False,False,True,False,False,False,False,False,0.5134328358208953,0.7801000883132175
False,False,True,False,False,False,False,False,0.5080597014925373,0.7801000883132175
False,False,True,False,False,False,False,False,0.5074626865671643,0.7801000883132175
False,False,True,False,False,False,False,False,0.5074626865671643,0.7801000883132175
False,False,True,False,False,False,False,False,0.5074626865671643,0.7801000883132175
False,False,True,False,False,False,False,False,0.5074626865671643,0.7801000883132175
False,False,True,False,False,False,False,False,0.5074626865671643,0.7801000883132175
False,False,True,False,False,False,False,False,0.5074626865671643,0.7801000883132175
False,False,True,False,False,False,False,False,0.5074626865671643,0.7801000883132175
False,False,True,False,False,False,False,False,0.5068656716417909,0.7801000883132175
False,False,True,False,False,False,False,False,0.5044776119402984,0.7801000883132175
False,False,True,False,False,False,False,False,0.5014925373134329,0.7801000883132175
False,False,True,False,False,False,False,False,0.5014925373134329,0.7801000883132175
False,False,True,False,False,False,False,False,0.5014925373134329,0.7801000883132175
False,False,True,False,False,False,False,False,0.5002985074626864,0.7801000883132175
False,False,True,False,False,False,False,False,0.4985074626865669,0.7801000883132175
False,False,True,False,False,False,False,False,0.4985074626865669,0.7801000883132175
False,False,True,False,False,False,False,False,0.4955223880597014,0.7801000883132175
False,False,True,False,False,False,False,False,0.4925373134328359,0.7801000883132175
False,False,True,False,False,False,False,False,0.4925373134328359,0.7801000883132175
False,False,True,False,False,False,False,False,0.4925373134328359,0.7801000883132175
False,False,True,False,False,False,False,False,0.4907462686567164,0.7801000883132175
False,False,True,False,False,False,False,False,0.48955223880597,0.7801000883132175
False,False,True,False,False,False,False,False,0.48955223880597,0.7801000883132175
False,False,True,False,False,False,False,False,0.48955223880597,0.7801000883132175
False,False,True,False,False,False,False,False,0.4865671641791045,0.7801000883132175
False,False,True,False,False,False,False,False,0.4865671641791045,0.7801000883132175
False,False,True,False,False,False,False,False,0.4835820895522386,0.7801000883132175
False,False,True,False,False,False,False,False,0.4835820895522386,0.7801000883132175
False,False,True,False,False,False,False,False,0.4835820895522386,0.7801000883132175
False,False,True,False,False,False,False,False,0.4805970149253731,0.7801000883132175
False,False,True,False,False,False,False,False,0.48,0.7801000883132175
False,False,True,False,False,False,False,False,0.4794029850746266,0.7801000883132175
False,False,True,False,False,False,False,False,0.4785074626865673,0.7801000883132175
False,False,True,False,False,False,False,False,0.4776119402985075,0.7801000883132175
False,False,True,False,False,False,False,False,0.4776119402985075,0.7801000883132175
False,False,True,False,False,False,False,False,0.4746268656716416,0.7801000883132175
False,False,True,False,False,False,False,False,0.4716417910447761,0.7801000883132175
False,False,True,False,False,False,False,False,0.4716417910447761,0.7801000883132175
False,False,True,False,False,False,False,False,0.4716417910447761,0.7801000883132175
False,False,True,False,False,False,False,False,0.4713432835820894,0.7801000883132175
False,False,True,False,False,False,False,False,0.4686567164179102,0.7801000883132175
False,False,True,False,False,False,False,False,0.4686567164179102,0.7801000883132175
False,False,True,False,False,False,False,False,0.4686567164179102,0.7801000883132175
False,False,True,False,False,False,False,False,0.4626865671641792,0.7801000883132175
False,False,True,False,False,False,False,False,0.4558208955223881,0.7801000883132175
False,False,True,False,False,False,False,False,0.4537313432835819,0.7801000883132175
False,False,True,False,False,False,False,False,0.4537313432835819,0.7801000883132175
False,False,True,False,False,False,False,False,0.4507462686567163,0.7801000883132175
